x,y,z
0.740000,0.280000,0.833045
0.740000,0.300000,0.829328
0.740000,0.320000,0.825227
0.740000,0.340000,0.820729
0.740000,0.360000,0.815822
0.740000,0.380000,0.810494
0.740000,0.400000,0.804730
0.740000,0.420000,0.798516
0.740000,0.440000,0.791836
0.740000,0.460000,0.784673
0.740000,0.480000,0.777013
0.740000,0.500000,0.768838
0.740000,0.520000,0.760133
0.740000,0.540000,0.750880
0.740000,0.560000,0.741064
0.740000,0.580000,0.730671
0.740000,0.600000,0.719685
0.740000,0.620000,0.708093
0.740000,0.640000,0.695884
0.740000,0.660000,0.683048
0.740000,0.680000,0.669577
0.740000,0.700000,0.655465
0.740000,0.720000,0.640709
0.740000,0.740000,0.625309
0.740000,0.760000,0.609267
0.740000,0.780000,0.592590
0.740000,0.800000,0.575287
0.740000,0.820000,0.557371
0.740000,0.840000,0.538860
0.740000,0.860000,0.519774
0.740000,0.880000,0.500138
0.740000,0.900000,0.479981
0.740000,0.920000,0.459334
0.740000,0.940000,0.438233
0.740000,0.960000,0.416717
0.740000,0.980000,0.394828
0.760000,0.000000,0.850499
0.760000,0.020000,0.851259
0.760000,0.040000,0.851665
0.760000,0.060000,0.851724
0.760000,0.080000,0.851440
0.760000,0.100000,0.850817
0.760000,0.120000,0.849857
0.760000,0.140000,0.848560
0.760000,0.160000,0.846924
0.760000,0.180000,0.844947
0.760000,0.200000,0.842624
0.760000,0.220000,0.839951
0.760000,0.240000,0.836920
0.760000,0.260000,0.833523
0.760000,0.280000,0.829751
0.760000,0.300000,0.825594
0.760000,0.320000,0.821040
0.760000,0.340000,0.816076
0.760000,0.360000,0.810689
0.760000,0.380000,0.804866
0.760000,0.400000,0.798590
0.760000,0.420000,0.791847
0.760000,0.440000,0.784620
0.760000,0.460000,0.776893
0.760000,0.480000,0.768650
0.760000,0.500000,0.759874
0.760000,0.520000,0.750548
0.760000,0.540000,0.740658
0.760000,0.560000,0.730187
0.760000,0.580000,0.719122
0.760000,0.600000,0.707450
0.760000,0.620000,0.695159
0.760000,0.640000,0.682238
0.760000,0.660000,0.668682
0.760000,0.680000,0.654483
0.760000,0.700000,0.639639
0.760000,0.720000,0.624150
0.760000,0.740000,0.608020
0.760000,0.760000,0.591254
0.760000,0.780000,0.573864
0.760000,0.800000,0.555862
0.760000,0.820000,0.537265
0.760000,0.840000,0.518097
0.760000,0.860000,0.498380
0.760000,0.880000,0.478146
0.760000,0.900000,0.457425
0.760000,0.920000,0.436255
0.760000,0.940000,0.414673
0.760000,0.960000,0.392724
0.760000,0.980000,0.370451
0.780000,0.000000,0.852512
0.780000,0.020000,0.852845
0.780000,0.040000,0.852834
0.780000,0.060000,0.852484
0.780000,0.080000,0.851797
0.780000,0.100000,0.850775
0.780000,0.120000,0.849418
0.780000,0.140000,0.847724
0.780000,0.160000,0.845690
0.780000,0.180000,0.843312
0.780000,0.200000,0.840583
0.780000,0.220000,0.837497
0.780000,0.240000,0.834045
0.780000,0.260000,0.830218
0.780000,0.280000,0.826005
0.780000,0.300000,0.821395
0.780000,0.320000,0.816374
0.780000,0.340000,0.810929
0.780000,0.360000,0.805046
0.780000,0.380000,0.798710
0.780000,0.400000,0.791904
0.780000,0.420000,0.784613
0.780000,0.440000,0.776820
0.780000,0.460000,0.768509
0.780000,0.480000,0.759663
0.780000,0.500000,0.750265
0.780000,0.520000,0.740300
0.780000,0.540000,0.729753
0.780000,0.560000,0.718610
0.780000,0.580000,0.706857
0.780000,0.600000,0.694484
0.780000,0.620000,0.681480
0.780000,0.640000,0.667838
0.780000,0.660000,0.653552
0.780000,0.680000,0.638621
0.780000,0.700000,0.623045
0.780000,0.720000,0.606827
0.780000,0.740000,0.589973
0.780000,0.760000,0.572495
0.780000,0.780000,0.554407
0.780000,0.800000,0.535727
0.780000,0.820000,0.516475
0.780000,0.840000,0.496679
0.780000,0.860000,0.476368
0.780000,0.880000,0.455574
0.780000,0.900000,0.434334
0.780000,0.920000,0.412688
0.780000,0.940000,0.390679
0.780000,0.960000,0.368351
0.780000,0.980000,0.345752
0.800000,0.000000,0.854068
0.800000,0.020000,0.853987
0.800000,0.040000,0.853570
0.800000,0.060000,0.852820
0.800000,0.080000,0.851736
0.800000,0.100000,0.850320
0.800000,0.120000,0.848568
0.800000,0.140000,0.846477
0.800000,0.160000,0.844043
0.800000,0.180000,0.841259
0.800000,0.200000,0.838118
0.800000,0.220000,0.834612
0.800000,0.240000,0.830730
0.800000,0.260000,0.826462
0.800000,0.280000,0.821796
0.800000,0.300000,0.816718
0.800000,0.320000,0.811216
0.800000,0.340000,0.805274
0.800000,0.360000,0.798877
0.800000,0.380000,0.792009
0.800000,0.400000,0.784654
0.800000,0.420000,0.776796
0.800000,0.440000,0.768417
0.800000,0.460000,0.759501
0.800000,0.480000,0.750032
0.800000,0.500000,0.739994
0.800000,0.520000,0.729371
0.800000,0.540000,0.718150
0.800000,0.560000,0.706317
0.800000,0.580000,0.693862
0.800000,0.600000,0.680775
0.800000,0.620000,0.667048
0.800000,0.640000,0.652677
0.800000,0.660000,0.637659
0.800000,0.680000,0.621995
0.800000,0.700000,0.605690
0.800000,0.720000,0.588749
0.800000,0.740000,0.571184
0.800000,0.760000,0.553011
0.800000,0.780000,0.534246
0.800000,0.800000,0.514913
0.800000,0.820000,0.495038
0.800000,0.840000,0.474650
0.800000,0.860000,0.453783
0.800000,0.880000,0.432475
0.800000,0.900000,0.410765
0.800000,0.920000,0.388696
0.800000,0.940000,0.366313
0.800000,0.960000,0.343665
0.800000,0.980000,0.320801
0.820000,0.000000,0.855183
0.820000,0.020000,0.854700
0.820000,0.040000,0.853886
0.820000,0.060000,0.852741
0.820000,0.080000,0.851265
0.820000,0.100000,0.849455
0.820000,0.120000,0.847308
0.820000,0.140000,0.844819
0.820000,0.160000,0.841980
0.820000,0.180000,0.838785
0.820000,0.200000,0.835224
0.820000,0.220000,0.831288
0.820000,0.240000,0.826965
0.820000,0.260000,0.822244
0.820000,0.280000,0.817110
0.820000,0.300000,0.811550
0.820000,0.320000,0.805550
0.820000,0.340000,0.799093
0.820000,0.360000,0.792164
0.820000,0.380000,0.784746
0.820000,0.400000,0.776822
0.820000,0.420000,0.768376
0.820000,0.440000,0.759391
0.820000,0.460000,0.749851
0.820000,0.480000,0.739739
0.820000,0.500000,0.729041
0.820000,0.520000,0.717743
0.820000,0.540000,0.705831
0.820000,0.560000,0.693295
0.820000,0.580000,0.680125
0.820000,0.600000,0.666315
0.820000,0.620000,0.651858
0.820000,0.640000,0.636754
0.820000,0.660000,0.621004
0.820000,0.680000,0.604611
0.820000,0.700000,0.587584
0.820000,0.720000,0.569933
0.820000,0.740000,0.551675
0.820000,0.760000,0.532827
0.820000,0.780000,0.513412
0.820000,0.800000,0.493458
0.820000,0.820000,0.472994
0.820000,0.840000,0.452055
0.820000,0.860000,0.430678
0.820000,0.880000,0.408904
0.820000,0.900000,0.386776
0.820000,0.920000,0.364340
0.820000,0.940000,0.341643
0.820000,0.960000,0.318736
0.820000,0.980000,0.295668
0.840000,0.000000,0.855873
0.840000,0.020000,0.854996
0.840000,0.040000,0.853790
0.840000,0.060000,0.852255
0.840000,0.080000,0.850388
0.840000,0.100000,0.848184
0.840000,0.120000,0.845640
0.840000,0.140000,0.842747
0.840000,0.160000,0.839498
0.840000,0.180000,0.835883
0.840000,0.200000,0.831893
0.840000,0.220000,0.827516
0.840000,0.240000,0.822740
0.840000,0.260000,0.817550
0.840000,0.280000,0.811934
0.840000,0.300000,0.805875
0.840000,0.320000,0.799359
0.840000,0.340000,0.792369
0.840000,0.360000,0.784888
0.840000,0.380000,0.776900
0.840000,0.400000,0.768388
0.840000,0.420000,0.759335
0.840000,0.440000,0.749724
0.840000,0.460000,0.739540
0.840000,0.480000,0.728768
0.840000,0.500000,0.717393
0.840000,0.520000,0.705402
0.840000,0.540000,0.692786
0.840000,0.560000,0.679534
0.840000,0.580000,0.665640
0.840000,0.600000,0.651099
0.840000,0.620000,0.635910
0.840000,0.640000,0.620073
0.840000,0.660000,0.603594
0.840000,0.680000,0.586481
0.840000,0.700000,0.568745
0.840000,0.720000,0.550402
0.840000,0.740000,0.531471
0.840000,0.760000,0.511976
0.840000,0.780000,0.491943
0.840000,0.800000,0.471404
0.840000,0.820000,0.450393
0.840000,0.840000,0.428948
0.840000,0.860000,0.407110
0.840000,0.880000,0.384923
0.840000,0.900000,0.362433
0.840000,0.920000,0.339688
0.840000,0.940000,0.316737
0.840000,0.960000,0.293632
0.840000,0.980000,0.270424
0.860000,0.000000,0.856149
0.860000,0.020000,0.854883
0.860000,0.040000,0.853289
0.860000,0.060000,0.851365
0.860000,0.080000,0.849106
0.860000,0.100000,0.846507
0.860000,0.120000,0.843560
0.860000,0.140000,0.840257
0.860000,0.160000,0.836590
0.860000,0.180000,0.832546
0.860000,0.200000,0.828115
0.860000,0.220000,0.823285
0.860000,0.240000,0.818040
0.860000,0.260000,0.812368
0.860000,0.280000,0.806252
0.860000,0.300000,0.799677
0.860000,0.320000,0.792627
0.860000,0.340000,0.785084
0.860000,0.360000,0.777032
0.860000,0.380000,0.768455
0.860000,0.400000,0.759334
0.860000,0.420000,0.749653
0.860000,0.440000,0.739397
0.860000,0.460000,0.728551
0.860000,0.480000,0.717100
0.860000,0.500000,0.705032
0.860000,0.520000,0.692336
0.860000,0.540000,0.679003
0.860000,0.560000,0.665027
0.860000,0.580000,0.650402
0.860000,0.600000,0.635128
0.860000,0.620000,0.619206
0.860000,0.640000,0.602642
0.860000,0.660000,0.585443
0.860000,0.680000,0.567622
0.860000,0.700000,0.549195
0.860000,0.720000,0.530182
0.860000,0.740000,0.510606
0.860000,0.760000,0.490496
0.860000,0.780000,0.469882
0.860000,0.800000,0.448799
0.860000,0.820000,0.427287
0.860000,0.840000,0.405386
0.860000,0.860000,0.383140
0.860000,0.880000,0.360596
0.860000,0.900000,0.337802
0.860000,0.920000,0.314809
0.860000,0.940000,0.291667
0.860000,0.960000,0.268427
0.860000,0.980000,0.245141
0.880000,0.000000,0.856021
0.880000,0.020000,0.854369
0.880000,0.040000,0.852388
0.880000,0.060000,0.850074
0.880000,0.080000,0.847420
0.880000,0.100000,0.844420
0.880000,0.120000,0.841065
0.880000,0.140000,0.837344
0.880000,0.160000,0.833248
0.880000,0.180000,0.828764
0.880000,0.200000,0.823880
0.880000,0.220000,0.818581
0.880000,0.240000,0.812853
0.880000,0.260000,0.806681
0.880000,0.280000,0.800048
0.880000,0.300000,0.792938
0.880000,0.320000,0.785335
0.880000,0.340000,0.777220
0.880000,0.360000,0.768577
0.880000,0.380000,0.759390
0.880000,0.400000,0.749640
0.880000,0.420000,0.739314
0.880000,0.440000,0.728394
0.880000,0.460000,0.716868
0.880000,0.480000,0.704724
0.880000,0.500000,0.691949
0.880000,0.520000,0.678535
0.880000,0.540000,0.664477
0.880000,0.560000,0.649769
0.880000,0.580000,0.634411
0.880000,0.600000,0.618405
0.880000,0.620000,0.601755
0.880000,0.640000,0.584472
0.880000,0.660000,0.566567
0.880000,0.680000,0.548057
0.880000,0.700000,0.528962
0.880000,0.720000,0.509307
0.880000,0.740000,0.489119
0.880000,0.760000,0.468431
0.880000,0.780000,0.447277
0.880000,0.800000,0.425697
0.880000,0.820000,0.403733
0.880000,0.840000,0.381429
0.880000,0.860000,0.358831
0.880000,0.880000,0.335989
0.880000,0.900000,0.312953
0.880000,0.920000,0.289774
0.880000,0.940000,0.266503
0.880000,0.960000,0.243191
0.880000,0.980000,0.219891
0.900000,0.000000,0.855494
0.900000,0.020000,0.853457
0.900000,0.040000,0.851088
0.900000,0.060000,0.848381
0.900000,0.080000,0.845328
0.900000,0.100000,0.841921
0.900000,0.120000,0.838148
0.900000,0.140000,0.834000
0.900000,0.160000,0.829464
0.900000,0.180000,0.824527
0.900000,0.200000,0.819174
0.900000,0.220000,0.813392
0.900000,0.240000,0.807164
0.900000,0.260000,0.800474
0.900000,0.280000,0.793305
0.900000,0.300000,0.785641
0.900000,0.320000,0.777465
0.900000,0.340000,0.768758
0.900000,0.360000,0.759504
0.900000,0.380000,0.749687
0.900000,0.400000,0.739290
0.900000,0.420000,0.728299
0.900000,0.440000,0.716699
0.900000,0.460000,0.704478
0.900000,0.480000,0.691626
0.900000,0.500000,0.678133
0.900000,0.520000,0.663993
0.900000,0.540000,0.649203
0.900000,0.560000,0.633762
0.900000,0.580000,0.617672
0.900000,0.600000,0.600939
0.900000,0.620000,0.583571
0.900000,0.640000,0.565583
0.900000,0.660000,0.546990
0.900000,0.680000,0.527815
0.900000,0.700000,0.508080
0.900000,0.720000,0.487816
0.900000,0.740000,0.467053
0.900000,0.760000,0.445829
0.900000,0.780000,0.424182
0.900000,0.800000,0.402155
0.900000,0.820000,0.379793
0.900000,0.840000,0.357142
0.900000,0.860000,0.334252
0.900000,0.880000,0.311173
0.900000,0.900000,0.287956
0.900000,0.920000,0.264653
0.900000,0.940000,0.241316
0.900000,0.960000,0.217995
0.900000,0.980000,0.194741
0.920000,0.000000,0.854572
0.920000,0.020000,0.852150
0.920000,0.040000,0.849390
0.920000,0.060000,0.846285
0.920000,0.080000,0.842826
0.920000,0.100000,0.839002
0.920000,0.120000,0.834803
0.920000,0.140000,0.830215
0.920000,0.160000,0.825226
0.920000,0.180000,0.819820
0.920000,0.200000,0.813984
0.920000,0.220000,0.807701
0.920000,0.240000,0.800955
0.920000,0.260000,0.793729
0.920000,0.280000,0.786006
0.920000,0.300000,0.777768
0.920000,0.320000,0.768999
0.920000,0.340000,0.759680
0.920000,0.360000,0.749796
0.920000,0.380000,0.739330
0.920000,0.400000,0.728267
0.920000,0.420000,0.716594
0.920000,0.440000,0.704298
0.920000,0.460000,0.691369
0.920000,0.480000,0.677798
0.920000,0.500000,0.663578
0.920000,0.520000,0.648707
0.920000,0.540000,0.633184
0.920000,0.560000,0.617011
0.920000,0.580000,0.600194
0.920000,0.600000,0.582743
0.920000,0.620000,0.564673
0.920000,0.640000,0.545998
0.920000,0.660000,0.526742
0.920000,0.680000,0.506929
0.920000,0.700000,0.486588
0.920000,0.720000,0.465753
0.920000,0.740000,0.444459
0.920000,0.760000,0.422745
0.920000,0.780000,0.400656
0.920000,0.800000,0.378235
0.920000,0.820000,0.355531
0.920000,0.840000,0.332593
0.920000,0.860000,0.309471
0.920000,0.880000,0.286216
0.920000,0.900000,0.262882
0.920000,0.920000,0.239518
0.920000,0.940000,0.216177
0.920000,0.960000,0.192908
0.920000,0.980000,0.169758
0.940000,0.000000,0.853258
0.940000,0.020000,0.850447
0.940000,0.040000,0.847291
0.940000,0.060000,0.843781
0.940000,0.080000,0.839907
0.940000,0.100000,0.835657
0.940000,0.120000,0.831019
0.940000,0.140000,0.825978
0.940000,0.160000,0.820521
0.940000,0.180000,0.814632
0.940000,0.200000,0.808295
0.940000,0.220000,0.801494
0.940000,0.240000,0.794212
0.940000,0.260000,0.786430
0.940000,0.280000,0.778132
0.940000,0.300000,0.769301
0.940000,0.320000,0.759918
0.940000,0.340000,0.749968
0.940000,0.360000,0.739434
0.940000,0.380000,0.728302
0.940000,0.400000,0.716557
0.940000,0.420000,0.704187
0.940000,0.440000,0.691182
0.940000,0.460000,0.677533
0.940000,0.480000,0.663234
0.940000,0.500000,0.648283
0.940000,0.520000,0.632678
0.940000,0.540000,0.616423
0.940000,0.560000,0.599524
0.940000,0.580000,0.581992
0.940000,0.600000,0.563839
0.940000,0.620000,0.545084
0.940000,0.640000,0.525748
0.940000,0.660000,0.505857
0.940000,0.680000,0.485441
0.940000,0.700000,0.464532
0.940000,0.720000,0.443168
0.940000,0.740000,0.421389
0.940000,0.760000,0.399237
0.940000,0.780000,0.376759
0.940000,0.800000,0.354001
0.940000,0.820000,0.331015
0.940000,0.840000,0.307850
0.940000,0.860000,0.284558
0.940000,0.880000,0.261191
0.940000,0.900000,0.237801
0.940000,0.920000,0.214439
0.940000,0.940000,0.191154
0.940000,0.960000,0.167994
0.940000,0.980000,0.145007
0.960000,0.000000,0.851552
0.960000,0.020000,0.848345
0.960000,0.040000,0.844786
0.960000,0.060000,0.840863
0.960000,0.080000,0.836563
0.960000,0.100000,0.831875
0.960000,0.120000,0.826785
0.960000,0.140000,0.821277
0.960000,0.160000,0.815337
0.960000,0.180000,0.808947
0.960000,0.200000,0.802092
0.960000,0.220000,0.794754
0.960000,0.240000,0.786915
0.960000,0.260000,0.778558
0.960000,0.280000,0.769666
0.960000,0.300000,0.760221
0.960000,0.320000,0.750206
0.960000,0.340000,0.739605
0.960000,0.360000,0.728404
0.960000,0.380000,0.716588
0.960000,0.400000,0.704145
0.960000,0.420000,0.691066
0.960000,0.440000,0.677340
0.960000,0.460000,0.662964
0.960000,0.480000,0.647933
0.960000,0.500000,0.632248
0.960000,0.520000,0.615913
0.960000,0.540000,0.598932
0.960000,0.560000,0.581318
0.960000,0.580000,0.563085
0.960000,0.600000,0.544250
0.960000,0.620000,0.524835
0.960000,0.640000,0.504867
0.960000,0.660000,0.484376
0.960000,0.680000,0.463395
0.960000,0.700000,0.441961
0.960000,0.720000,0.420116
0.960000,0.740000,0.397902
0.960000,0.760000,0.375366
0.960000,0.780000,0.352556
0.960000,0.800000,0.329521
0.960000,0.820000,0.306313
0.960000,0.840000,0.282983
0.960000,0.860000,0.259584
0.960000,0.880000,0.236167
0.960000,0.900000,0.212783
0.960000,0.920000,0.189482
0.960000,0.940000,0.166311
0.960000,0.960000,0.143318
0.960000,0.980000,0.120546
0.980000,0.000000,0.849450
0.980000,0.020000,0.845842
0.980000,0.040000,0.841870
0.980000,0.060000,0.837523
0.980000,0.080000,0.832786
0.980000,0.100000,0.827647
0.980000,0.120000,0.822089
0.980000,0.140000,0.816098
0.980000,0.160000,0.809657
0.980000,0.180000,0.802749
0.980000,0.200000,0.795357
0.980000,0.220000,0.787462
0.980000,0.240000,0.779048
0.980000,0.260000,0.770096
0.980000,0.280000,0.760590
0.980000,0.300000,0.750511
0.980000,0.320000,0.739845
0.980000,0.340000,0.728576
0.980000,0.360000,0.716691
0.980000,0.380000,0.704177
0.980000,0.400000,0.691023
0.980000,0.420000,0.677223
0.980000,0.440000,0.662770
0.980000,0.460000,0.647661
0.980000,0.480000,0.631897
0.980000,0.500000,0.615482
0.980000,0.520000,0.598421
0.980000,0.540000,0.580727
0.980000,0.560000,0.562413
0.980000,0.580000,0.543499
0.980000,0.600000,0.524006
0.980000,0.620000,0.503962
0.980000,0.640000,0.483396
0.980000,0.660000,0.462343
0.980000,0.680000,0.440841
0.980000,0.700000,0.418931
0.980000,0.720000,0.396655
0.980000,0.740000,0.374062
0.980000,0.760000,0.351198
0.980000,0.780000,0.328115
0.980000,0.800000,0.304863
0.980000,0.820000,0.281496
0.980000,0.840000,0.258063
0.980000,0.860000,0.234619
0.980000,0.880000,0.211212
0.980000,0.900000,0.187894
0.980000,0.920000,0.164713
0.980000,0.940000,0.141713
0.980000,0.960000,0.118939
0.980000,0.980000,0.096432
